,NMOS width,PMOS width,Temperature,VDD,Switching point voltage high,Switching point voltage low
486,100,600,-30.98663628,600,0.654762387,0.248576507
487,250,950,117.9851421,950,0.764886737,0.2415075
488,250,150,59.17449043,150,0.709213138,0.305037379
489,400,1000,7.517050233,1000,0.827991307,0.211224079
490,50,150,-43.4671724,150,0.620812237,0.353185028
491,350,950,19.00438065,950,0.734501123,0.173880666
492,150,850,-9.912797245,850,0.654908836,0.167649403
493,100,750,-9.84923747,750,0.689650357,0.244979143
494,200,300,22.1538905,300,0.699975252,0.276835829
495,400,900,-58.33727636,900,0.752839565,0.155106694
496,50,550,136.5124886,550,0.604649246,0.215961918
497,150,700,-35.47942328,700,0.695311368,0.230980113
498,150,650,43.7149218,650,0.695392847,0.260427237
499,300,400,67.96931555,400,0.777144492,0.329769641
500,400,250,74.70582876,250,0.772646904,0.327070177
501,100,250,67.57953983,250,0.60816133,0.260045826
502,100,700,28.85961106,700,0.672244608,0.260499716
503,350,950,26.49640069,950,0.7352072,0.161990583
504,100,600,99.34073842,600,0.623354435,0.21603471
505,300,150,3.183944476,150,0.711769223,0.310744137
506,450,650,93.5148446,650,0.801334918,0.253205836
507,100,900,91.14753643,900,0.647264481,0.192056417
508,150,450,116.9812452,450,0.706147969,0.334628582
509,250,1000,100.5008593,1000,0.697104454,0.160082698
510,250,650,11.42624747,650,0.762867808,0.264488578
511,300,350,38.61530495,350,0.70488435,0.207181141
512,450,950,76.36267587,950,0.787367821,0.195247456
513,250,600,29.00234082,600,0.734331727,0.260433942
514,100,250,85.61212919,250,0.66372937,0.353013456
515,200,600,45.83692494,600,0.711723328,0.253230929
516,300,550,-30.30444497,550,0.709090173,0.192153215
517,250,750,138.1024075,750,0.76485908,0.264207482
518,400,400,0.735040262,400,0.726882994,0.211101532
519,50,650,-1.855020919,650,0.600534558,0.19908981
520,500,350,-54.8567958,350,0.789372265,0.233971998
521,150,450,-13.26254475,450,0.686204433,0.260515749
522,200,600,115.5845739,600,0.711745739,0.253474832
523,150,700,-46.94868664,700,0.72155726,0.248716533
524,100,950,41.31610627,950,0.672316194,0.204091787
525,400,500,55.68712248,500,0.801186979,0.308141738
526,400,700,56.91984898,700,0.768650353,0.207804248
527,100,1000,27.83054574,1000,0.647279561,0.186809748
528,150,450,-0.537510642,450,0.672181547,0.253242463
529,400,550,42.40353467,550,0.741058946,0.216069251
530,350,900,-1.685729107,900,0.717939317,0.173828825
531,200,300,-30.88246195,300,0.695271254,0.279403001
532,500,700,86.76922884,700,0.832793057,0.244813114
533,250,950,-16.60003762,950,0.712111533,0.160359293
534,500,200,-2.60532309,200,0.755951226,0.275810003
535,250,100,41.5003239,100,0.739943027,0.387053698
536,450,950,112.0727968,950,0.76965493,0.194116116
537,200,450,-40.22013652,450,0.675784111,0.187908351
538,400,350,-22.07345551,350,0.773245871,0.279312015
539,500,50,-14.77189506,50,0.817443132,0.401837647
540,200,800,42.41794654,800,0.721807301,0.203301907
541,500,900,16.43479902,900,0.848110259,0.23094286
542,400,600,-4.79125099,600,0.787082195,0.246080428
543,400,550,53.35584254,550,0.769375026,0.233816743
544,150,400,17.342272,400,0.628558218,0.203805581
545,500,650,15.50774332,650,0.854610085,0.253734022
546,50,1000,-22.04305878,1000,0.662851453,0.207760468
547,250,950,31.15948644,950,0.722645104,0.17921254
548,150,900,127.0955317,900,0.695513248,0.207296997
549,300,500,117.0674353,500,0.763097405,0.285556167
550,100,550,30.1653451,550,0.704601109,0.295196444
551,500,650,49.57664089,650,0.762656808,0.189602971
552,500,150,91.49786963,150,0.741144121,0.275638342
553,200,1000,-19.16131209,1000,0.740023017,0.216491282
554,300,650,41.35087365,650,0.738318741,0.241471529
555,100,900,-45.16453976,900,0.67576611,0.19246152
556,500,900,121.5825544,900,0.794380248,0.185247064
557,300,900,-20.15306266,900,0.722693563,0.147666648
558,100,150,11.28290236,150,0.628413498,0.313560665
559,200,750,-40.74062998,750,0.734730542,0.233307093
560,400,950,-48.33900807,950,0.80921185,0.18610841
561,150,900,113.2496313,900,0.662641406,0.195160881
562,200,850,-9.743311791,850,0.721873462,0.185936064
563,50,300,23.7124619,300,0.647102356,0.344749689
564,300,700,137.7372985,700,0.773368716,0.253487766
565,100,400,-49.52490864,400,0.665090442,0.263019234
566,200,500,-26.06526721,500,0.695338249,0.23083216
567,50,300,114.9284653,300,0.6649158,0.346965194
568,100,450,47.43722387,450,0.625890851,0.246201932
569,150,550,81.62625547,550,0.663817227,0.228973284
570,250,400,11.93749027,400,0.704788268,0.217786759
571,350,800,30.00966726,800,0.781717658,0.2308373
572,200,700,-10.87053763,700,0.704788983,0.185484454
573,50,950,99.06336275,950,0.62725842,0.192054003
574,350,350,45.14238625,350,0.709234953,0.233670935
575,50,150,-19.08190726,150,0.627084136,0.390843183
576,150,450,132.1271123,450,0.66519022,0.244506389
577,350,450,136.0574426,450,0.714170218,0.244534045
578,300,750,124.875224,750,0.762485445,0.246204048
579,300,500,100.8333471,500,0.764527261,0.300143182
580,50,450,127.6516985,450,0.626574337,0.294878423
581,300,900,64.4584558,900,0.768933833,0.20403184
582,450,600,-34.1251331,600,0.760241508,0.192249238
583,300,250,16.95251839,250,0.759092152,0.331350654
584,500,800,97.90219773,800,0.809601128,0.216132984
585,350,50,139.5531629,50,0.777240038,0.414406538
586,200,950,-28.91595865,950,0.711714447,0.189928785
587,250,100,89.63442774,100,0.734886825,0.388067067
588,450,850,58.20155013,850,0.789742947,0.192116976
589,200,700,-54.84200972,700,0.70124501,0.195365936
590,150,1000,38.24216816,1000,0.654943407,0.152794868
591,350,150,137.8670726,150,0.765888512,0.337278277
592,500,400,-30.49779643,400,0.765858769,0.203195706
593,400,850,7.091624002,850,0.809398413,0.248481214
594,300,850,17.34384964,850,0.755944967,0.218103856
595,250,600,57.62955847,600,0.696894646,0.203194082
596,100,900,67.56968369,900,0.62342,0.161863595
597,100,50,-30.52804296,50,0.665903568,0.390656292
598,300,950,40.77493387,950,0.71353358,0.160188615
599,250,600,48.57791064,600,0.709166646,0.246261805
600,300,900,-11.05660388,900,0.762365758,0.206883594
601,150,250,-39.84717007,250,0.721435905,0.343848109
602,50,900,59.59758707,900,0.654034734,0.232982814
603,450,950,29.20813199,950,0.762632728,0.152847245
604,300,100,59.56421843,100,0.734333515,0.344414592
605,200,100,17.50147093,100,0.654846311,0.277425885
606,200,150,-47.50920132,150,0.709124148,0.368264079
607,150,600,19.87471116,600,0.654854238,0.192052409
608,200,250,100.8509807,250,0.680080771,0.294785261
609,500,950,105.5100211,950,0.83865571,0.217958033
610,200,600,130.9367952,600,0.654912591,0.203035444
611,400,550,72.43288504,550,0.772726893,0.23379828
612,100,600,56.51419211,600,0.621066213,0.203112394
613,150,400,-23.95842352,400,0.711471677,0.335025132
614,450,750,17.6573744,750,0.820495307,0.260591298
615,450,800,123.8251301,800,0.734676242,0.201143205
616,50,600,-49.70580555,600,0.656946123,0.279853702
617,500,250,-50.17919656,250,0.764871895,0.229079992
618,150,300,-55.13870681,300,0.666073322,0.207358345
619,300,900,42.84263322,900,0.709693789,0.17920129
620,350,350,25.59795974,350,0.726845264,0.260256588
621,50,400,-55.50466662,400,0.664859116,0.319345772
622,200,200,0.081492611,200,0.711570024,0.337273449
623,200,200,128.1331283,200,0.680079401,0.313669264
624,300,250,-20.57591982,250,0.759002566,0.334869802
625,250,100,12.0705341,100,0.717628121,0.371156693
626,50,250,-37.97482122,250,0.600323081,0.264627248
627,50,1000,-25.52217614,1000,0.608756423,0.15281415
628,50,950,97.97399448,950,0.628600419,0.203944176
629,150,150,-15.6998085,150,0.674233675,0.344360203
630,350,950,52.98543914,950,0.777359903,0.207857192
631,400,200,-18.54157545,200,0.769079387,0.325765789
632,300,100,107.2305336,100,0.700141668,0.299611747
633,450,750,36.33242199,750,0.73526746,0.161908627
634,350,200,81.99261616,200,0.722696662,0.279130876
635,150,1000,86.3593704,1000,0.709303916,0.21801202
636,100,500,-46.43150796,500,0.626254857,0.192140222
637,100,800,111.2368796,800,0.614241958,0.186621949
638,250,100,49.17876836,100,0.675871491,0.28505668
639,250,50,131.2622254,50,0.713057518,0.387021601
640,250,50,46.3021838,50,0.734779477,0.399408847
641,500,50,139.7012909,50,0.772795796,0.344323397
642,350,950,17.07280856,950,0.798877656,0.204175904
643,100,500,66.13346533,500,0.704640269,0.327291608
644,400,600,69.91029177,600,0.768650711,0.217833355
645,250,350,19.54171194,350,0.734828472,0.319729209
646,300,500,90.55101475,500,0.695610881,0.216003835
647,500,350,-22.19835516,350,0.825310111,0.323207766
648,200,850,14.25722226,850,0.71203351,0.203358933
649,350,200,53.95391863,200,0.709373713,0.258212149
650,400,50,-20.0061111,50,0.734831095,0.326601356
651,250,650,72.94061448,650,0.771419883,0.277633965
652,300,450,115.5611772,450,0.762438238,0.301779985
653,50,200,8.560723468,200,0.627132118,0.344599187
654,300,1000,-7.138851351,1000,0.7645064,0.192358524
655,150,50,136.6006234,50,0.626544595,0.343938977
656,200,300,-0.171850033,300,0.700356603,0.301742733
657,200,200,52.93231937,200,0.68973279,0.332124799
658,150,1000,-26.28912518,1000,0.6541605,0.169555813
659,400,700,52.89335572,700,0.753028452,0.187740415
660,100,500,110.6780126,500,0.612174749,0.220401242
661,400,100,40.03598991,100,0.771442175,0.343513876
662,200,200,76.44573511,200,0.657108068,0.266341418
663,350,900,100.9335536,900,0.714247346,0.179140508
664,250,300,77.3977268,300,0.695475161,0.279218197
665,300,850,30.44591876,850,0.736396551,0.185791716
666,450,150,-21.93798021,150,0.740925312,0.25835225
667,300,1000,-40.50817821,1000,0.773230851,0.19244425
668,50,100,115.7998381,100,0.664969444,0.401682764
669,500,100,98.16784099,100,0.773533404,0.324837267
670,100,600,135.8525686,600,0.608163595,0.191846788
671,500,700,53.24524816,700,0.772899747,0.185279772
672,500,450,5.796730959,450,0.756062031,0.230688244
673,400,450,-23.0694169,450,0.768390954,0.230734795
674,500,900,131.0712507,900,0.80146575,0.203988433
675,150,250,127.2286902,250,0.680013418,0.341872513
676,450,1000,58.12446732,1000,0.74119252,0.169416636
677,200,750,46.39268503,750,0.709524095,0.246341363
678,250,750,-23.71005264,750,0.71300441,0.203379467
679,200,100,88.18226425,100,0.706008792,0.382451952
680,100,350,119.4934335,350,0.621022463,0.253341585
681,100,800,129.1895843,800,0.673452437,0.229006112
682,500,150,-50.96033466,150,0.827799797,0.347191304
683,150,550,134.2677422,550,0.628620207,0.210948169
684,250,700,-36.70150907,700,0.711722791,0.185964569
685,500,50,113.2090226,50,0.799042225,0.377187371
686,450,300,94.07241148,300,0.805134773,0.341986656
687,50,800,-27.07354927,800,0.614106894,0.189847842
688,500,950,52.00985754,950,0.807007492,0.187833518
689,400,700,-45.77990407,700,0.83227241,0.253638923
690,50,700,31.11982943,700,0.626542032,0.246375307
691,200,800,139.2860748,800,0.70934546,0.232813656
692,100,700,125.0033781,700,0.657377839,0.246195987
693,500,450,17.69492437,450,0.798945665,0.260348588
694,500,900,61.30598207,900,0.832800925,0.216244549
695,350,250,38.48365288,250,0.755809963,0.334764421
696,250,200,91.88590793,200,0.713969588,0.332368761
697,350,500,74.35818373,500,0.713217318,0.230620474
698,350,500,-19.16545525,500,0.752901196,0.241469681
699,100,650,136.8621602,650,0.626609683,0.217716709
700,200,200,23.55043918,200,0.734120548,0.377562046
701,250,600,11.38547686,600,0.762850344,0.286621273
702,400,900,120.2939661,900,0.765103519,0.185240775
703,50,500,54.01501464,500,0.620988846,0.266584694
704,350,650,124.443684,650,0.722027302,0.185170844
705,200,400,-4.329571246,400,0.708917022,0.308302015
706,450,300,80.90811018,300,0.781820774,0.299960226
707,50,900,139.3296125,900,0.635676742,0.217851728
708,300,200,85.03834466,200,0.72194612,0.312852621
709,50,150,-49.68743288,150,0.608063459,0.32303068
710,50,450,87.42866131,450,0.608748198,0.258452564
711,350,150,123.2589911,150,0.764908135,0.36399281
712,150,250,-58.94254205,250,0.700993419,0.334989309
713,300,300,-37.34638164,300,0.781260848,0.332799017
714,250,50,-9.299853797,50,0.722207308,0.337224692
715,100,550,133.9056121,550,0.646768332,0.266503543
716,200,500,131.9793004,500,0.726683617,0.332186669
717,100,650,-32.48722797,650,0.627227426,0.195173562
718,400,350,-39.06720579,350,0.798627853,0.311088324
719,450,900,65.13862606,900,0.799109697,0.192114264
720,300,750,61.57655074,750,0.697040617,0.161882818
721,150,400,65.50070497,400,0.6357373,0.246127456
722,450,1000,123.8677498,1000,0.766209722,0.161913097
723,500,400,48.34220829,400,0.824396849,0.332237422
724,250,350,-36.15892205,350,0.736035347,0.300420612
725,50,150,5.410322321,150,0.617517591,0.343557715
726,350,650,104.2138297,650,0.752993822,0.230663151
727,100,100,94.46100987,100,0.662417412,0.386945844
728,250,800,-23.26085766,800,0.726725698,0.192304179
729,50,450,60.54759917,450,0.604497135,0.228969008
730,450,1000,122.423098,1000,0.828199863,0.205470785
731,300,700,50.15198202,700,0.722666681,0.195155546
732,300,600,-56.19654921,600,0.759016454,0.248659685
733,400,200,28.47445855,200,0.813726485,0.367250174
734,200,550,33.57177539,550,0.709166646,0.233840466
735,350,350,91.71740629,350,0.771502733,0.319681942
736,50,250,-2.271500576,250,0.649487197,0.344688088
737,250,400,104.1490856,400,0.692079127,0.244506717
738,300,900,12.27762005,900,0.802095711,0.233094886
739,500,300,131.0554915,300,0.781909168,0.299931109
740,400,600,97.88873937,600,0.738498986,0.210958809
741,250,100,-40.360954,100,0.696402013,0.28516838
742,100,400,-14.56640365,400,0.686084509,0.314106733
743,500,950,138.6118395,950,0.769727945,0.186622649
744,50,100,115.1223346,100,0.614142597,0.381503522
745,200,950,31.97168074,950,0.686458945,0.160210669
746,100,400,32.14471137,400,0.625875354,0.229018122
747,200,500,90.45576293,500,0.726676404,0.300107241
748,150,950,97.94800412,950,0.722015679,0.2073735
749,50,200,32.22479184,200,0.614047885,0.337402999
750,500,900,54.55701792,900,0.830465019,0.230845928
751,400,100,129.6710432,100,0.722075105,0.312712967
752,50,950,51.38958377,950,0.628575325,0.203262955
753,300,150,18.80673403,150,0.713217616,0.319402009
754,150,100,15.09268933,100,0.695196986,0.388122737
755,500,500,110.1778549,500,0.771750271,0.24611029
756,100,550,-26.38419194,550,0.67986083,0.279536396
757,400,900,-56.99248219,900,0.736358881,0.172098696
758,450,550,130.3595974,550,0.760505259,0.244609356
759,50,100,-30.2628274,100,0.620832622,0.371189803
760,350,300,-59.59472849,300,0.734222651,0.233120084
761,150,200,103.8139699,200,0.662428975,0.329484344
762,300,750,123.0391424,750,0.697094738,0.193922281
763,300,950,-44.02808795,950,0.709576428,0.147756681
764,500,250,96.37588675,250,0.76480031,0.307910532
765,250,700,25.63883994,700,0.734963119,0.248427585
766,350,600,-35.94717693,600,0.740099847,0.192248732
767,200,150,20.26215584,150,0.674361467,0.299691975
768,100,250,66.46136694,250,0.654707968,0.334709287
769,100,700,-9.344536485,700,0.654016256,0.207555011
770,350,150,127.3095968,150,0.721966267,0.312762529
771,350,950,-52.18234216,950,0.740920901,0.152974635
772,350,450,74.14080112,450,0.806765735,0.327209115
773,150,550,52.89934921,550,0.721615434,0.277686656
774,150,500,5.966085226,500,0.647221148,0.216084987
775,50,850,-12.53201718,850,0.654660285,0.246267468
776,150,900,0.332936702,900,0.6541664,0.160288677
777,150,250,115.0651789,250,0.674413085,0.336146146
778,200,600,108.5548325,600,0.713113368,0.279172599
779,400,150,19.78541699,150,0.789396882,0.35634467
780,400,400,54.55705854,400,0.735143006,0.232807502
781,450,950,126.2856383,950,0.832842946,0.217957407
782,450,900,114.0398397,900,0.807109952,0.204001203
783,200,1000,72.93668223,1000,0.714540064,0.203228816
784,200,350,97.26073717,350,0.673359632,0.266430378
785,400,950,6.511646182,950,0.806889415,0.192302227
786,350,50,75.72858193,50,0.755821347,0.399397373
787,200,600,126.4479626,600,0.696938157,0.233714461
788,200,1000,91.02110878,1000,0.692145526,0.179178283
789,250,600,79.7018191,600,0.70494628,0.203863025
790,500,950,138.5075029,950,0.834570169,0.230796486
791,150,950,15.45637749,950,0.69545269,0.18794319
792,350,650,137.8799997,650,0.722836256,0.191898435
793,150,650,90.2639068,650,0.689828753,0.233813316
794,150,500,12.77936002,500,0.705946267,0.300210059
795,50,500,-42.31110304,500,0.664895236,0.302115381
796,350,850,45.74502405,850,0.74107033,0.189668626
797,250,500,-37.3754715,500,0.709401011,0.246442482
798,250,800,0.496248031,800,0.764781237,0.229336873
799,200,200,97.93779406,200,0.654882014,0.276640892
800,400,850,-43.27720618,850,0.764579117,0.212241262
801,250,950,63.74439259,950,0.71411562,0.195261553
802,200,950,77.50027592,950,0.736357331,0.230816662
803,500,300,-38.47060129,300,0.79739207,0.301877856
804,450,500,33.56760101,500,0.763194323,0.217835307
805,50,1000,-56.12042591,1000,0.662835538,0.207907557
806,50,700,129.3680365,700,0.604552805,0.203798085
807,200,600,120.6864,600,0.722609341,0.258423239
808,200,300,87.7465854,300,0.701317191,0.319579691
809,350,350,29.6188325,350,0.736343145,0.258497179
810,350,100,-41.94091369,100,0.768839359,0.367228627
811,400,400,46.88458546,400,0.736447811,0.232824489
812,100,200,-28.21679742,200,0.672979474,0.344690979
813,200,550,-16.30933296,550,0.73413986,0.27717784
814,350,50,62.60580949,50,0.721928358,0.326889277
815,350,700,-40.90900709,700,0.801995933,0.234229043
816,250,300,125.4016133,300,0.714013636,0.313868403
817,350,100,63.54164531,100,0.781570971,0.386976779
818,50,400,15.54657906,400,0.604219437,0.241310567
819,100,50,118.1769507,50,0.607120633,0.33100757
820,400,100,107.4945517,100,0.769294798,0.36894682
821,350,600,22.15367202,600,0.773370326,0.253276289
822,150,250,-46.08030336,250,0.654737473,0.262897402
823,350,300,21.97882184,300,0.777081013,0.334603667
824,350,150,-48.91819658,150,0.764347315,0.347244769
825,50,400,59.12691474,400,0.617564023,0.275922
826,450,400,-25.98761281,400,0.825227857,0.327412426
827,50,950,56.82716543,950,0.662846982,0.248453096
828,150,450,28.74514186,450,0.662387013,0.244603604
829,450,200,0.528250421,200,0.768794239,0.276758134
830,200,600,88.20392568,600,0.65418148,0.187688023
831,150,300,-21.54758379,300,0.662990689,0.260442853
832,350,900,48.19846793,900,0.711978197,0.152769744
833,50,400,-49.21248859,400,0.61300528,0.26044625
834,150,50,68.31747351,50,0.700410366,0.428740501
835,100,150,67.73097805,150,0.662893653,0.371187419
836,200,900,18.3515696,900,0.71442914,0.216289729
837,500,350,-6.590611769,350,0.762513638,0.2055462
838,200,400,-8.346361368,400,0.721646607,0.279445589
839,150,250,-19.33428128,250,0.695149541,0.33489275
840,100,150,43.23652711,150,0.666165888,0.352969259
841,250,550,-47.14610926,550,0.737952054,0.269773781
842,150,750,120.9159627,750,0.626683533,0.186613694
843,50,650,34.42316006,650,0.601409614,0.185757369
844,350,150,-59.37257877,150,0.740669668,0.310844183
845,300,700,-42.42069759,700,0.713978767,0.194055647
846,100,200,119.2275739,200,0.672269344,0.379341364
847,500,500,59.22692572,500,0.814022005,0.258561462
848,50,50,81.5704868,50,0.594714105,0.332140267
849,300,200,-8.613748594,200,0.709239244,0.253027111
850,300,800,24.3645139,800,0.721921086,0.160229146
851,150,350,108.0912851,350,0.686272562,0.332159817
852,400,750,73.02547869,750,0.726995111,0.193946466
853,250,400,18.52493332,400,0.713255644,0.25355199
854,350,300,96.32533047,300,0.70938772,0.233579442
855,50,350,76.52664537,350,0.59340775,0.241184756
856,250,350,116.0742032,350,0.740094483,0.336226404
857,450,200,-29.34288954,200,0.825096786,0.371459842
858,250,600,60.80104574,600,0.721983612,0.21780917
859,250,250,-0.158887007,250,0.762599707,0.364273965
860,50,200,116.1117674,200,0.595175683,0.275655657
861,50,150,41.4890602,150,0.594711185,0.312889963
862,500,900,-44.84798688,900,0.817631841,0.203595608
863,300,950,97.16148577,950,0.711959779,0.179168209
864,300,300,46.38109472,300,0.734327793,0.310872942
865,350,850,116.5788642,850,0.789664447,0.248285919
866,100,300,52.19346895,300,0.614086568,0.269396752
867,300,950,125.5877703,950,0.768632889,0.203947023
868,50,950,80.59947594,950,0.663764596,0.232936442
869,300,200,113.2178802,200,0.686472476,0.253242403
870,400,1000,136.853848,1000,0.709874988,0.152720526
871,300,500,-43.25579066,500,0.76463449,0.258865893
872,500,500,-5.591060981,500,0.813634336,0.260441869
873,50,400,125.0064367,400,0.612105548,0.286351442
874,100,150,138.8523018,150,0.597466946,0.275587261
875,500,450,11.73790298,450,0.77351892,0.246241495
876,500,150,-41.87540636,150,0.820096076,0.371353775
877,300,250,12.18019839,250,0.776989818,0.364281595
878,250,600,51.8178815,600,0.768740177,0.279301614
879,500,600,97.14705413,600,0.813866675,0.2447429
880,450,400,-42.28469117,400,0.781523407,0.244779468
881,250,550,-16.84517812,550,0.721804023,0.204001397
882,350,500,120.2999578,500,0.722804308,0.207145214
883,250,950,-23.14097763,950,0.76571095,0.208092242
884,500,400,108.7852487,400,0.741176426,0.230520517
885,300,100,122.2631222,100,0.760175526,0.414148092
886,100,300,-22.53812533,300,0.675587237,0.336471826
887,150,1000,108.9399187,1000,0.713415027,0.217962563
888,100,950,134.6540034,950,0.697098076,0.232828647
889,50,650,114.0699782,650,0.595756769,0.187670633
890,200,700,-44.59153691,700,0.752597749,0.259005904
891,100,800,82.81452961,800,0.672314584,0.245964006
892,50,250,64.57740883,250,0.631296992,0.337418973
893,450,650,-33.51819145,650,0.83417201,0.260515988
894,200,700,60.37868159,700,0.740040779,0.260253906
895,250,950,5.904554211,950,0.695586085,0.147634521
896,100,1000,-51.41016254,1000,0.700350881,0.207928196
897,100,900,129.3456702,900,0.613110483,0.161778986
898,200,200,1.525543711,200,0.726538122,0.381838858
899,400,100,11.67179476,100,0.734380126,0.294744074
900,350,300,35.75791186,300,0.781591475,0.337435573
901,200,650,92.38013364,650,0.663164854,0.185222879
902,300,800,82.16418947,800,0.736451268,0.203949228
903,350,50,104.4595613,50,0.772540629,0.387041181
904,200,150,45.08873256,150,0.654865086,0.286314011
905,50,300,-44.99798029,300,0.613092244,0.301848322
906,400,450,74.34821829,450,0.80932492,0.294965923
907,250,900,44.79204393,900,0.692160606,0.17373693
908,250,200,94.70361565,200,0.76832515,0.379448086
909,200,600,1.42005295,600,0.717678666,0.264545232
910,200,250,88.46033988,250,0.673264623,0.277431399
911,400,1000,-3.166512793,1000,0.808380663,0.204283938
912,400,750,124.299651,750,0.806986034,0.233838469
913,400,350,-25.66322384,350,0.73437947,0.207324043
914,400,50,-31.44603543,50,0.70903337,0.286302477
915,50,950,2.333881611,950,0.613118708,0.16206035
916,50,450,-56.09469157,450,0.646372139,0.326290756
917,50,800,8.082776363,800,0.653976679,0.269708425
918,500,650,82.19394085,650,0.824566364,0.260271251
919,200,700,35.88979434,700,0.734248757,0.253343165
920,150,650,30.21113999,650,0.701271296,0.260464728
921,300,50,41.52323054,50,0.71394825,0.344298124
922,50,150,37.99753258,150,0.626493216,0.390723318
923,400,50,111.9408869,50,0.762512088,0.366936058
924,450,500,-24.48198484,500,0.827916384,0.277827173
925,450,650,-10.71364733,650,0.7646299,0.2033007
926,200,250,54.88282796,250,0.672261596,0.275770754
927,100,350,-10.34750086,350,0.672074735,0.334940076
928,450,450,75.1606733,450,0.828074574,0.31984973
929,250,1000,14.46422921,1000,0.700741053,0.147639424
930,150,900,108.0550281,900,0.704852164,0.216141403
931,400,450,73.86067187,450,0.726980686,0.230572432
932,450,250,4.52987214,250,0.820216835,0.36427471
933,350,250,83.98766332,250,0.700697899,0.244401976
934,300,550,137.491357,550,0.709666073,0.233680427
935,350,400,58.76146652,400,0.764902949,0.275951147
936,350,950,17.15576297,950,0.789583564,0.203361943
937,200,450,134.8377184,450,0.706195593,0.294897169
938,50,100,101.395104,100,0.593364596,0.319203943
939,100,700,-35.7376338,700,0.691749692,0.258852541
940,350,700,-23.08271746,700,0.793917477,0.229331717
941,450,600,83.00287879,600,0.831926405,0.285735488
942,100,50,32.55650956,50,0.608148456,0.299425423
943,250,350,44.77721886,350,0.680136979,0.241235867
944,450,450,36.81783428,450,0.727016151,0.207771093
945,450,800,11.38278176,800,0.789651871,0.192170188
946,350,100,83.79245965,100,0.768448532,0.367056042
947,350,550,134.342767,550,0.71356678,0.217705175
948,300,450,-57.00752291,450,0.776806235,0.308526725
949,350,150,-4.139823309,150,0.776975513,0.368153095
950,150,650,112.6231514,650,0.631447494,0.187664643
951,100,250,65.18591454,250,0.649653077,0.327119648
952,200,250,4.419143907,250,0.735997558,0.368288815
953,500,550,78.65242127,550,0.79908675,0.233758986
954,200,250,79.70736597,250,0.654106975,0.264241397
955,400,100,-23.26056135,100,0.736192524,0.31069988
956,50,500,47.75525468,500,0.601273417,0.246218607
957,450,250,4.217131098,250,0.740227342,0.260176182
958,150,650,-48.77667262,650,0.70900929,0.229507804
959,150,800,-59.10078482,800,0.711551011,0.248778701
960,350,1000,58.68440814,1000,0.709804833,0.152765661
961,200,550,-33.78771352,550,0.734667718,0.277249634
962,300,750,-12.82680304,750,0.722577929,0.162020952
963,500,350,-14.25399323,350,0.794062138,0.258574843
964,50,650,-37.05970363,650,0.66609776,0.260749519
965,450,400,27.74314262,400,0.832514584,0.305316865
966,300,800,102.4306007,800,0.734500647,0.203912258
967,100,550,80.79606508,550,0.672257781,0.275992692
968,50,900,72.11247939,900,0.597618163,0.160152569
969,450,450,120.9037919,450,0.762637794,0.233652085
970,350,600,100.5884606,600,0.713557839,0.20311825
971,100,100,58.22033524,100,0.672174931,0.412305564
972,450,450,56.71868455,450,0.827863574,0.323131263
